"","date","deaths","petrol","month"
"1",1969,2.02938377768521,0.102971811805368,1
"2",1969.08333333333,1.98677173426624,0.102362995884646,2
"3",1969.16666666667,2.00860017176192,0.102062490635914,3
"4",1969.25,1.93951925261862,0.100873300511862,4
"5",1969.33333333333,2.07554696139253,0.101019672891934,5
"6",1969.41666666667,2.02530586526477,0.10058119170287,6
"7",1969.5,2.04139268515822,0.103773981457839,7
"8",1969.58333333333,2.02530586526477,0.104076403554621,8
"9",1969.66666666667,2.02938377768521,0.103773981457839,9
"10",1969.75,2.12710479836481,0.103026401330572,10
"11",1969.83333333333,2.16731733474818,0.102730112155946,11
"12",1969.91666666667,2.25527250510331,0.101997191539847,12
"13",1970,2.09691001300806,0.101274563494893,1
"14",1970.08333333333,2.12710479836481,0.10070397563972,2
"15",1970.16666666667,2.04139268515822,0.100139606658898,3
"16",1970.25,2.00860017176192,0.0986211043713023,4
"17",1970.33333333333,2.01283722470517,0.0983492854059603,5
"18",1970.41666666667,2.04532297878666,0.0980801772105387,6
"19",1970.5,2.07918124604762,0.0972792082183714,7
"20",1970.58333333333,2.11058971029925,0.0974106238350488,8
"21",1970.66666666667,2.08635983067475,0.0974252365245483,9
"22",1970.75,2.26245108973043,0.0963806330037465,10
"23",1970.83333333333,2.22788670461367,0.0957389559626943,11
"24",1970.91666666667,2.27875360095283,0.0951063062359475,12
"25",1971,2.12710479836481,0.0967359671470176,1
"26",1971.08333333333,2.03342375548695,0.0961092224873678,2
"27",1971.16666666667,2.01703333929878,0.095367254851379,3
"28",1971.25,2.06818586174616,0.0947095915871269,4
"29",1971.33333333333,2.19589965240923,0.0941176202174608,5
"30",1971.41666666667,2.17026171539496,0.0935321548190638,6
"31",1971.5,2.11394335230684,0.0929540494377308,7
"32",1971.58333333333,2.14612803567824,0.0928397862431927,8
"33",1971.66666666667,2.13353890837022,0.0927247362539862,9
"34",1971.75,2.14612803567824,0.0922696509793897,10
"35",1971.83333333333,2.2718416065365,0.0917066851479679,11
"36",1971.91666666667,2.17609125905568,0.0912620719433678,12
"37",1972,2.20139712432045,0.090711603254936,1
"38",1972.08333333333,2.15533603746506,0.090276328119195,2
"39",1972.16666666667,2.05690485133647,0.0899519176272147,3
"40",1972.25,2.10380372095596,0.0890996386561615,4
"41",1972.33333333333,2.20139712432045,0.0886791925043499,5
"42",1972.41666666667,2.19312459835446,0.0881592888670634,6
"43",1972.5,2.13987908640124,0.0889020568552906,7
"44",1972.58333333333,2.07918124604762,0.0881813314444876,8
"45",1972.66666666667,2.06818586174616,0.0889402929599117,9
"46",1972.75,2.23044892137827,0.0877266104275971,10
"47",1972.83333333333,2.22530928172586,0.087428846437772,11
"48",1972.91666666667,2.29666519026153,0.0870354301608856,12
"49",1973,2.15836249209525,0.0864499193294655,1
"50",1973.08333333333,2.16435285578444,0.0858726409121568,2
"51",1973.16666666667,2.03742649794062,0.0853982218357345,3
"52",1973.25,2.11727129565576,0.083821981233605,4
"53",1973.33333333333,2.17897694729317,0.0845907801489325,5
"54",1973.41666666667,2.14612803567824,0.0841369037739444,6
"55",1973.5,2.1846914308176,0.0837784051341314,7
"56",1973.58333333333,2.14612803567824,0.0835107427259604,8
